esteira_id,id,v_rolo,v_esteira,data,hora
18,1208,4.21,1.91,2022-05-18,08:30:51
18,1209,14.03,5.96,2022-05-18,08:31:51
18,1210,12.96,9.63,2022-05-18,08:32:51
18,1211,2.39,3.41,2022-05-18,08:33:51
18,1212,18.18,9.48,2022-05-18,08:34:51
18,1213,20.74,14.25,2022-05-18,08:35:51
18,1214,4.8,12.29,2022-05-18,08:36:51
18,1215,4.57,17.13,2022-05-18,08:37:51
18,1216,6.59,12.52,2022-05-18,08:38:51
18,1217,14.54,11.64,2022-05-18,08:39:51
18,1218,14.91,13.53,2022-05-18,08:40:51
18,1219,12.48,20.56,2022-05-18,08:41:51
18,1220,12.11,5.92,2022-05-18,08:42:51
18,1221,9.2,18.82,2022-05-18,08:43:51
18,1222,16.2,15.99,2022-05-18,08:44:51
18,1223,1.82,5.1,2022-05-18,08:45:51
18,1224,6.25,1.1,2022-05-18,08:46:51
18,1225,13.71,17.63,2022-05-18,08:47:51
18,1226,10.3,3.14,2022-05-18,08:48:51
18,1227,6.06,10.53,2022-05-18,08:49:51
18,1228,6.4,3.88,2022-05-18,08:50:51
18,1229,3.98,16.67,2022-05-18,08:51:51
18,1230,11.08,16.63,2022-05-18,08:52:51
18,1231,5.76,14.57,2022-05-18,08:53:51
18,1232,2.51,10.55,2022-05-18,08:54:51
18,1233,1.15,17.27,2022-05-18,08:55:51
18,1234,2.33,15.28,2022-05-18,08:56:51
18,1235,13.39,3.79,2022-05-18,08:57:51
18,1236,14.21,2.36,2022-05-18,08:58:51
18,1237,12.83,6.95,2022-05-18,08:59:51
18,1238,2.23,18.47,2022-05-18,09:00:51
18,1239,19.35,8.99,2022-05-18,09:01:51
18,1240,19.68,6.9,2022-05-18,09:02:51
19,1241,15.87,1.54,2022-05-13,14:17:05
19,1242,12.0,8.8,2022-05-13,14:18:05
19,1243,7.99,14.64,2022-05-13,14:19:05
19,1244,3.01,12.36,2022-05-13,14:20:05
19,1245,10.8,20.64,2022-05-13,14:21:05
19,1246,7.86,18.67,2022-05-13,14:22:05
19,1247,16.58,13.01,2022-05-13,14:23:05
19,1248,2.22,13.37,2022-05-13,14:24:05
19,1249,16.59,2.27,2022-05-13,14:25:05
19,1250,4.68,15.7,2022-05-13,14:26:05
19,1251,4.73,19.01,2022-05-13,14:27:05
19,1252,12.17,16.02,2022-05-13,14:28:05
19,1253,4.11,2.25,2022-05-13,14:29:05
19,1254,4.19,8.43,2022-05-13,14:30:05
19,1255,6.51,18.52,2022-05-13,14:31:05
19,1256,6.26,15.33,2022-05-13,14:32:05
19,1257,2.42,11.25,2022-05-13,14:33:05
19,1258,14.05,13.2,2022-05-13,14:34:05
19,1259,2.65,7.13,2022-05-13,14:35:05
19,1260,3.02,20.86,2022-05-13,14:36:05
19,1261,6.44,17.95,2022-05-13,14:37:05
19,1262,9.31,14.3,2022-05-13,14:38:05
19,1263,1.51,13.11,2022-05-13,14:39:05
19,1264,13.42,1.82,2022-05-13,14:40:05
19,1265,1.4,17.41,2022-05-13,14:41:05
19,1266,3.54,19.51,2022-05-13,14:42:05
19,1267,2.88,16.67,2022-05-13,14:43:05
19,1268,9.4,15.07,2022-05-13,14:44:05
19,1269,16.06,7.03,2022-05-13,14:45:05
19,1270,12.01,12.11,2022-05-13,14:46:05
19,1271,19.66,4.66,2022-05-13,14:47:05
19,1272,11.59,15.07,2022-05-13,14:48:05
19,1273,2.93,4.34,2022-05-13,14:49:05
19,1274,9.91,12.9,2022-05-13,14:50:05
19,1275,15.82,19.65,2022-05-13,14:51:05
19,1276,1.41,4.24,2022-05-13,14:52:05
19,1277,18.94,4.7,2022-05-13,14:53:05
19,1278,3.19,17.87,2022-05-13,14:54:05
19,1279,6.44,8.01,2022-05-13,14:55:05
19,1280,12.9,12.09,2022-05-13,14:56:05
19,1281,10.52,20.8,2022-05-13,14:57:05
19,1282,8.18,3.11,2022-05-13,14:58:05
19,1283,3.22,18.48,2022-05-13,14:59:05
19,1284,16.89,5.7,2022-05-13,15:00:05
19,1285,10.65,9.48,2022-05-13,15:01:05
19,1286,2.93,7.86,2022-05-13,15:02:05
19,1287,19.16,16.22,2022-05-13,15:03:05
19,1288,14.94,19.59,2022-05-13,15:04:05
19,1289,14.2,17.13,2022-05-13,15:05:05
19,1290,14.06,4.13,2022-05-13,15:06:05
19,1291,2.01,4.84,2022-05-13,15:07:05
19,1292,10.16,15.48,2022-05-13,15:08:05
19,1293,11.48,18.91,2022-05-13,15:09:05
19,1294,15.99,2.78,2022-05-13,15:10:05
19,1295,14.46,11.97,2022-05-13,15:11:05
19,1296,20.08,5.23,2022-05-13,15:12:05
19,1297,12.67,1.75,2022-05-13,15:13:05
19,1298,13.89,8.63,2022-05-13,15:14:05
19,1299,8.79,12.26,2022-05-13,15:15:05
19,1300,13.97,9.91,2022-05-13,15:16:05
19,1301,14.53,20.32,2022-05-13,15:17:05
19,1302,3.11,5.23,2022-05-13,15:18:05
19,1303,13.82,20.97,2022-05-13,15:19:05
19,1304,12.48,10.7,2022-05-13,15:20:05
19,1305,10.42,10.32,2022-05-13,15:21:05
19,1306,7.89,9.54,2022-05-13,15:22:05
19,1307,20.82,8.77,2022-05-13,15:23:05
19,1308,17.99,5.06,2022-05-13,15:24:05
19,1309,15.26,4.94,2022-05-13,15:25:05
19,1310,15.72,15.79,2022-05-13,15:26:05
19,1311,17.58,6.21,2022-05-13,15:27:05
19,1312,1.67,16.56,2022-05-13,15:28:05
19,1313,12.63,17.47,2022-05-13,15:29:05
19,1314,9.42,12.7,2022-05-13,15:30:05
19,1315,16.09,7.41,2022-05-13,15:31:05
19,1316,18.18,5.6,2022-05-13,15:32:05
19,1317,11.51,13.45,2022-05-13,15:33:05
19,1318,10.8,2.23,2022-05-13,15:34:05
19,1319,8.73,7.07,2022-05-13,15:35:05
19,1320,14.01,6.64,2022-05-13,15:36:05
19,1321,6.84,9.39,2022-05-13,15:37:05
19,1322,9.65,18.27,2022-05-13,15:38:05
19,1323,6.57,8.75,2022-05-13,15:39:05
19,1324,4.88,16.59,2022-05-13,15:40:05
19,1325,1.17,15.67,2022-05-13,15:41:05
19,1326,1.59,9.14,2022-05-13,15:42:05
19,1327,12.7,3.53,2022-05-13,15:43:05
19,1328,19.27,7.46,2022-05-13,15:44:05
19,1329,3.97,5.44,2022-05-13,15:45:05
19,1330,18.54,3.2,2022-05-13,15:46:05
19,1331,14.52,13.28,2022-05-13,15:47:05
19,1332,3.11,13.38,2022-05-13,15:48:05
19,1333,13.74,4.5,2022-05-13,15:49:05
19,1334,16.08,9.04,2022-05-13,15:50:05
20,1335,4.3,10.49,2022-05-16,19:18:24
20,1336,15.14,14.6,2022-05-16,19:19:24
20,1337,1.54,20.44,2022-05-16,19:20:24
20,1338,19.25,17.05,2022-05-16,19:21:24
20,1339,12.63,10.76,2022-05-16,19:22:24
20,1340,10.16,3.07,2022-05-16,19:23:24
20,1341,10.38,4.9,2022-05-16,19:24:24
20,1342,17.22,8.98,2022-05-16,19:25:24
20,1343,12.49,7.29,2022-05-16,19:26:24
20,1344,5.67,10.78,2022-05-16,19:27:24
20,1345,10.25,4.49,2022-05-16,19:28:24
20,1346,3.39,20.82,2022-05-16,19:29:24
20,1347,15.67,1.69,2022-05-16,19:30:24
20,1348,11.05,8.18,2022-05-16,19:31:24
20,1349,1.61,18.19,2022-05-16,19:32:24
20,1350,16.52,5.11,2022-05-16,19:33:24
20,1351,3.44,10.72,2022-05-16,19:34:24
20,1352,11.82,8.87,2022-05-16,19:35:24
20,1353,6.65,5.5,2022-05-16,19:36:24
20,1354,2.49,15.56,2022-05-16,19:37:24
20,1355,1.08,15.92,2022-05-16,19:38:24
20,1356,19.01,5.84,2022-05-16,19:39:24
20,1357,4.71,16.5,2022-05-16,19:40:24
20,1358,17.11,1.2,2022-05-16,19:41:24
20,1359,11.73,2.98,2022-05-16,19:42:24
20,1360,13.91,10.15,2022-05-16,19:43:24
20,1361,17.37,6.06,2022-05-16,19:44:24
20,1362,14.25,1.76,2022-05-16,19:45:24
20,1363,13.39,19.66,2022-05-16,19:46:24
20,1364,15.91,12.14,2022-05-16,19:47:24
20,1365,10.21,19.0,2022-05-16,19:48:24
20,1366,1.83,13.09,2022-05-16,19:49:24
20,1367,18.23,4.57,2022-05-16,19:50:24
20,1368,10.43,10.11,2022-05-16,19:51:24
20,1369,15.58,17.14,2022-05-16,19:52:24
20,1370,13.56,20.86,2022-05-16,19:53:24
20,1371,2.56,18.71,2022-05-16,19:54:24
20,1372,20.72,20.73,2022-05-16,19:55:24
20,1373,10.86,6.64,2022-05-16,19:56:24
20,1374,12.22,7.64,2022-05-16,19:57:24
20,1375,17.3,8.87,2022-05-16,19:58:24
20,1376,7.82,13.92,2022-05-16,19:59:24
20,1377,11.76,18.69,2022-05-16,20:00:24
20,1378,8.49,19.71,2022-05-16,20:01:24
20,1379,14.71,6.56,2022-05-16,20:02:24
20,1380,3.63,15.17,2022-05-16,20:03:24
20,1381,20.77,20.99,2022-05-16,20:04:24
20,1382,12.57,11.39,2022-05-16,20:05:24
20,1383,10.48,12.22,2022-05-16,20:06:24
20,1384,15.97,18.09,2022-05-16,20:07:24
20,1385,10.92,9.14,2022-05-16,20:08:24
20,1386,16.65,10.5,2022-05-16,20:09:24
20,1387,8.34,19.08,2022-05-16,20:10:24
20,1388,18.69,20.29,2022-05-16,20:11:24
20,1389,12.75,5.69,2022-05-16,20:12:24
20,1390,17.74,2.33,2022-05-16,20:13:24
20,1391,2.98,8.5,2022-05-16,20:14:24
20,1392,4.39,16.22,2022-05-16,20:15:24
20,1393,15.78,20.85,2022-05-16,20:16:24
20,1394,7.27,18.34,2022-05-16,20:17:24
20,1395,11.8,15.92,2022-05-16,20:18:24
20,1396,2.51,5.54,2022-05-16,20:19:24
20,1397,12.12,1.42,2022-05-16,20:20:24
20,1398,1.24,18.06,2022-05-16,20:21:24
20,1399,6.51,19.7,2022-05-16,20:22:24
20,1400,20.71,4.3,2022-05-16,20:23:24
20,1401,9.42,17.31,2022-05-16,20:24:24
20,1402,19.85,20.97,2022-05-16,20:25:24
20,1403,1.87,18.26,2022-05-16,20:26:24
20,1404,8.28,8.2,2022-05-16,20:27:24
20,1405,6.12,17.23,2022-05-16,20:28:24
20,1406,6.06,2.87,2022-05-16,20:29:24
20,1407,18.52,17.17,2022-05-16,20:30:24
20,1408,20.41,2.24,2022-05-16,20:31:24
20,1409,20.1,1.47,2022-05-16,20:32:24
20,1410,14.18,17.68,2022-05-16,20:33:24
20,1411,8.46,9.67,2022-05-16,20:34:24
20,1412,13.89,10.65,2022-05-16,20:35:24
20,1413,19.52,19.21,2022-05-16,20:36:24
20,1414,3.35,17.67,2022-05-16,20:37:24
20,1415,5.09,11.31,2022-05-16,20:38:24
20,1416,5.69,17.63,2022-05-16,20:39:24
20,1417,2.49,14.35,2022-05-16,20:40:24
20,1418,8.24,16.82,2022-05-16,20:41:24
20,1419,18.96,14.83,2022-05-16,20:42:24
20,1420,17.91,18.47,2022-05-16,20:43:24
20,1421,10.79,2.43,2022-05-16,20:44:24
20,1422,2.93,1.27,2022-05-16,20:45:24
20,1423,14.72,13.76,2022-05-16,20:46:24
21,1424,14.66,11.7,2022-05-12,16:14:06
21,1425,15.44,12.99,2022-05-12,16:15:06
21,1426,13.22,18.23,2022-05-12,16:16:06
21,1427,11.63,3.2,2022-05-12,16:17:06
21,1428,11.49,4.23,2022-05-12,16:18:06
21,1429,17.14,20.04,2022-05-12,16:19:06
21,1430,1.79,3.43,2022-05-12,16:20:06
21,1431,3.54,17.96,2022-05-12,16:21:06
21,1432,15.71,10.02,2022-05-12,16:22:06
21,1433,2.1,12.88,2022-05-12,16:23:06
21,1434,11.19,2.36,2022-05-12,16:24:06
21,1435,5.43,14.1,2022-05-12,16:25:06
21,1436,12.98,13.41,2022-05-12,16:26:06
21,1437,15.0,13.72,2022-05-12,16:27:06
21,1438,12.34,8.46,2022-05-12,16:28:06
21,1439,16.1,18.03,2022-05-12,16:29:06
21,1440,2.82,14.5,2022-05-12,16:30:06
21,1441,4.08,8.81,2022-05-12,16:31:06
21,1442,12.94,14.46,2022-05-12,16:32:06
21,1443,10.6,12.29,2022-05-12,16:33:06
21,1444,8.9,11.99,2022-05-12,16:34:06
21,1445,10.36,3.25,2022-05-12,16:35:06
21,1446,9.82,16.38,2022-05-12,16:36:06
21,1447,17.07,7.5,2022-05-12,16:37:06
21,1448,8.53,6.83,2022-05-12,16:38:06
21,1449,4.18,15.96,2022-05-12,16:39:06
21,1450,20.08,9.79,2022-05-12,16:40:06
21,1451,12.19,14.89,2022-05-12,16:41:06
21,1452,9.68,10.02,2022-05-12,16:42:06
21,1453,13.37,12.33,2022-05-12,16:43:06
21,1454,14.01,17.06,2022-05-12,16:44:06
21,1455,7.0,17.09,2022-05-12,16:45:06
21,1456,8.23,19.92,2022-05-12,16:46:06
21,1457,9.58,10.78,2022-05-12,16:47:06
21,1458,7.33,1.34,2022-05-12,16:48:06
21,1459,18.79,10.61,2022-05-12,16:49:06
21,1460,14.65,13.95,2022-05-12,16:50:06
21,1461,2.88,7.09,2022-05-12,16:51:06
21,1462,12.62,16.72,2022-05-12,16:52:06
21,1463,14.8,15.92,2022-05-12,16:53:06
21,1464,14.55,11.61,2022-05-12,16:54:06
21,1465,11.8,9.69,2022-05-12,16:55:06
21,1466,3.31,2.21,2022-05-12,16:56:06
21,1467,5.55,12.53,2022-05-12,16:57:06
21,1468,8.64,6.63,2022-05-12,16:58:06
21,1469,18.17,12.34,2022-05-12,16:59:06
21,1470,20.78,15.42,2022-05-12,17:00:06
21,1471,5.54,10.99,2022-05-12,17:01:06
21,1472,13.09,17.78,2022-05-12,17:02:06
21,1473,10.95,11.54,2022-05-12,17:03:06
21,1474,18.85,6.13,2022-05-12,17:04:06
21,1475,16.33,3.06,2022-05-12,17:05:06
21,1476,20.32,19.27,2022-05-12,17:06:06
21,1477,2.71,3.05,2022-05-12,17:07:06
21,1478,3.69,14.71,2022-05-12,17:08:06
21,1479,15.04,12.47,2022-05-12,17:09:06
21,1480,6.06,16.3,2022-05-12,17:10:06
21,1481,10.72,15.55,2022-05-12,17:11:06
21,1482,13.97,10.29,2022-05-12,17:12:06
21,1483,11.98,17.5,2022-05-12,17:13:06
21,1484,3.69,8.28,2022-05-12,17:14:06
21,1485,19.04,11.04,2022-05-12,17:15:06
21,1486,3.89,11.91,2022-05-12,17:16:06
21,1487,8.13,15.23,2022-05-12,17:17:06
21,1488,17.46,8.99,2022-05-12,17:18:06
21,1489,10.07,9.9,2022-05-12,17:19:06
22,1490,10.44,6.16,2022-05-22,09:00:31
22,1491,19.12,1.86,2022-05-22,09:01:31
22,1492,16.74,1.79,2022-05-22,09:02:31
22,1493,12.85,2.13,2022-05-22,09:03:31
22,1494,11.13,5.37,2022-05-22,09:04:31
22,1495,20.11,20.58,2022-05-22,09:05:31
22,1496,19.44,7.37,2022-05-22,09:06:31
22,1497,1.2,1.84,2022-05-22,09:07:31
22,1498,18.92,1.45,2022-05-22,09:08:31
22,1499,13.56,6.55,2022-05-22,09:09:31
22,1500,20.54,5.06,2022-05-22,09:10:31
22,1501,5.18,17.08,2022-05-22,09:11:31
22,1502,16.07,3.69,2022-05-22,09:12:31
22,1503,19.2,4.04,2022-05-22,09:13:31
22,1504,10.25,13.22,2022-05-22,09:14:31
22,1505,19.37,4.49,2022-05-22,09:15:31
22,1506,8.43,18.3,2022-05-22,09:16:31
22,1507,15.15,13.45,2022-05-22,09:17:31
22,1508,2.37,9.88,2022-05-22,09:18:31
22,1509,4.9,2.31,2022-05-22,09:19:31
22,1510,11.7,3.6,2022-05-22,09:20:31
22,1511,18.08,8.46,2022-05-22,09:21:31
22,1512,5.75,13.99,2022-05-22,09:22:31
22,1513,1.12,8.48,2022-05-22,09:23:31
22,1514,1.66,2.93,2022-05-22,09:24:31
22,1515,4.53,14.27,2022-05-22,09:25:31
22,1516,16.77,16.65,2022-05-22,09:26:31
22,1517,7.37,12.46,2022-05-22,09:27:31
22,1518,5.5,14.31,2022-05-22,09:28:31
22,1519,15.75,7.07,2022-05-22,09:29:31
22,1520,15.46,6.35,2022-05-22,09:30:31
22,1521,14.6,2.88,2022-05-22,09:31:31
22,1522,18.18,13.26,2022-05-22,09:32:31
22,1523,5.62,10.81,2022-05-22,09:33:31
22,1524,9.89,2.83,2022-05-22,09:34:31
22,1525,4.27,12.11,2022-05-22,09:35:31
22,1526,20.7,13.73,2022-05-22,09:36:31
22,1527,9.62,7.24,2022-05-22,09:37:31
22,1528,11.12,10.96,2022-05-22,09:38:31
22,1529,4.75,18.29,2022-05-22,09:39:31
22,1530,6.37,17.55,2022-05-22,09:40:31
22,1531,7.68,8.67,2022-05-22,09:41:31
22,1532,4.89,12.4,2022-05-22,09:42:31
22,1533,6.25,17.08,2022-05-22,09:43:31
22,1534,10.34,13.95,2022-05-22,09:44:31
22,1535,14.54,3.37,2022-05-22,09:45:31
22,1536,3.12,20.06,2022-05-22,09:46:31
22,1537,9.06,13.0,2022-05-22,09:47:31
22,1538,20.8,4.22,2022-05-22,09:48:31
22,1539,1.55,14.29,2022-05-22,09:49:31
22,1540,4.9,8.49,2022-05-22,09:50:31
22,1541,13.82,1.93,2022-05-22,09:51:31
22,1542,16.89,4.89,2022-05-22,09:52:31
22,1543,1.54,14.16,2022-05-22,09:53:31
22,1544,12.03,12.75,2022-05-22,09:54:31
22,1545,2.93,10.89,2022-05-22,09:55:31
22,1546,17.02,13.12,2022-05-22,09:56:31
22,1547,11.03,4.14,2022-05-22,09:57:31
22,1548,19.95,15.97,2022-05-22,09:58:31
23,1549,4.22,20.43,2022-05-17,20:56:38
23,1550,2.78,19.39,2022-05-17,20:57:38
23,1551,19.0,7.94,2022-05-17,20:58:38
23,1552,10.75,18.96,2022-05-17,20:59:38
23,1553,13.76,8.01,2022-05-17,21:00:38
23,1554,1.7,16.28,2022-05-17,21:01:38
23,1555,1.85,9.83,2022-05-17,21:02:38
23,1556,19.59,17.9,2022-05-17,21:03:38
23,1557,16.78,15.65,2022-05-17,21:04:38
23,1558,9.38,16.92,2022-05-17,21:05:38
23,1559,13.44,13.94,2022-05-17,21:06:38
23,1560,20.7,20.7,2022-05-17,21:07:38
23,1561,15.77,5.69,2022-05-17,21:08:38
23,1562,15.66,5.13,2022-05-17,21:09:38
23,1563,8.6,14.67,2022-05-17,21:10:38
23,1564,1.99,4.95,2022-05-17,21:11:38
23,1565,20.69,15.26,2022-05-17,21:12:38
23,1566,5.31,11.03,2022-05-17,21:13:38
23,1567,15.4,1.47,2022-05-17,21:14:38
23,1568,12.31,14.83,2022-05-17,21:15:38
23,1569,1.2,4.02,2022-05-17,21:16:38
23,1570,15.7,13.45,2022-05-17,21:17:38
23,1571,11.89,7.65,2022-05-17,21:18:38
23,1572,15.79,18.95,2022-05-17,21:19:38
23,1573,14.0,5.93,2022-05-17,21:20:38
23,1574,10.67,2.09,2022-05-17,21:21:38
23,1575,5.35,17.97,2022-05-17,21:22:38
23,1576,11.01,18.47,2022-05-17,21:23:38
23,1577,2.5,7.08,2022-05-17,21:24:38
23,1578,12.46,4.68,2022-05-17,21:25:38
23,1579,13.92,8.68,2022-05-17,21:26:38
23,1580,14.04,19.49,2022-05-17,21:27:38
23,1581,2.92,12.4,2022-05-17,21:28:38
23,1582,10.95,5.37,2022-05-17,21:29:38
23,1583,1.42,17.64,2022-05-17,21:30:38
23,1584,12.04,6.54,2022-05-17,21:31:38
23,1585,4.1,6.75,2022-05-17,21:32:38
23,1586,17.7,8.95,2022-05-17,21:33:38
23,1587,15.14,6.04,2022-05-17,21:34:38
23,1588,20.0,8.06,2022-05-17,21:35:38
23,1589,18.04,12.86,2022-05-17,21:36:38
23,1590,20.59,13.43,2022-05-17,21:37:38
23,1591,2.28,4.11,2022-05-17,21:38:38
23,1592,3.69,5.98,2022-05-17,21:39:38
23,1593,11.96,14.32,2022-05-17,21:40:38
23,1594,18.97,1.83,2022-05-17,21:41:38
23,1595,12.65,4.47,2022-05-17,21:42:38
23,1596,17.12,19.86,2022-05-17,21:43:38
23,1597,9.49,13.76,2022-05-17,21:44:38
23,1598,4.01,19.64,2022-05-17,21:45:38
23,1599,4.81,16.06,2022-05-17,21:46:38
23,1600,17.62,4.38,2022-05-17,21:47:38
23,1601,2.5,15.93,2022-05-17,21:48:38
23,1602,11.12,11.82,2022-05-17,21:49:38
23,1603,14.2,9.82,2022-05-17,21:50:38
23,1604,2.03,19.53,2022-05-17,21:51:38
23,1605,17.24,8.32,2022-05-17,21:52:38
23,1606,20.21,11.07,2022-05-17,21:53:38
23,1607,14.69,17.9,2022-05-17,21:54:38
23,1608,8.71,4.43,2022-05-17,21:55:38
23,1609,11.07,7.73,2022-05-17,21:56:38
23,1610,2.07,20.56,2022-05-17,21:57:38
23,1611,19.25,14.98,2022-05-17,21:58:38
23,1612,5.52,16.34,2022-05-17,21:59:38
23,1613,9.37,20.39,2022-05-17,22:00:38
23,1614,15.91,1.11,2022-05-17,22:01:38
23,1615,2.46,12.64,2022-05-17,22:02:38
23,1616,15.91,6.29,2022-05-17,22:03:38
23,1617,14.7,7.37,2022-05-17,22:04:38
23,1618,10.89,20.9,2022-05-17,22:05:38
23,1619,7.02,10.02,2022-05-17,22:06:38
23,1620,18.25,20.42,2022-05-17,22:07:38
23,1621,3.75,20.1,2022-05-17,22:08:38
23,1622,4.03,16.01,2022-05-17,22:09:38
23,1623,10.49,8.04,2022-05-17,22:10:38
23,1624,14.77,8.3,2022-05-17,22:11:38
23,1625,8.04,20.8,2022-05-17,22:12:38
23,1626,6.63,15.48,2022-05-17,22:13:38
24,1627,12.39,19.9,2022-05-14,04:29:34
24,1628,11.46,11.9,2022-05-14,04:30:34
24,1629,7.42,18.08,2022-05-14,04:31:34
24,1630,5.08,19.09,2022-05-14,04:32:34
24,1631,15.52,2.78,2022-05-14,04:33:34
24,1632,17.41,15.68,2022-05-14,04:34:34
24,1633,11.56,10.44,2022-05-14,04:35:34
24,1634,16.6,11.7,2022-05-14,04:36:34
24,1635,5.05,16.04,2022-05-14,04:37:34
24,1636,16.38,17.26,2022-05-14,04:38:34
24,1637,11.91,17.71,2022-05-14,04:39:34
24,1638,9.63,3.56,2022-05-14,04:40:34
24,1639,6.89,15.61,2022-05-14,04:41:34
24,1640,3.16,2.67,2022-05-14,04:42:34
24,1641,12.79,2.37,2022-05-14,04:43:34
24,1642,15.61,8.03,2022-05-14,04:44:34
24,1643,4.24,8.74,2022-05-14,04:45:34
24,1644,13.76,2.29,2022-05-14,04:46:34
24,1645,7.99,2.78,2022-05-14,04:47:34
24,1646,1.07,14.15,2022-05-14,04:48:34
24,1647,19.2,7.43,2022-05-14,04:49:34
24,1648,5.9,18.6,2022-05-14,04:50:34
24,1649,5.69,18.38,2022-05-14,04:51:34
24,1650,15.43,8.68,2022-05-14,04:52:34
24,1651,16.52,5.56,2022-05-14,04:53:34
24,1652,18.81,18.81,2022-05-14,04:54:34
24,1653,11.14,14.86,2022-05-14,04:55:34
24,1654,15.78,1.18,2022-05-14,04:56:34
24,1655,14.99,3.38,2022-05-14,04:57:34
24,1656,18.09,19.1,2022-05-14,04:58:34
24,1657,16.57,14.67,2022-05-14,04:59:34
24,1658,13.33,4.86,2022-05-14,05:00:34
24,1659,2.39,12.48,2022-05-14,05:01:34
24,1660,4.71,15.14,2022-05-14,05:02:34
24,1661,17.53,18.23,2022-05-14,05:03:34
24,1662,16.08,19.11,2022-05-14,05:04:34
24,1663,14.59,8.54,2022-05-14,05:05:34
24,1664,18.82,2.03,2022-05-14,05:06:34
24,1665,18.4,6.03,2022-05-14,05:07:34
24,1666,8.12,12.51,2022-05-14,05:08:34
24,1667,11.54,14.73,2022-05-14,05:09:34
24,1668,17.12,17.92,2022-05-14,05:10:34
24,1669,8.19,12.98,2022-05-14,05:11:34
24,1670,19.78,6.33,2022-05-14,05:12:34
24,1671,7.39,14.27,2022-05-14,05:13:34
24,1672,2.89,10.01,2022-05-14,05:14:34
24,1673,7.09,13.31,2022-05-14,05:15:34
24,1674,8.16,2.67,2022-05-14,05:16:34
24,1675,10.28,18.94,2022-05-14,05:17:34
24,1676,1.97,19.48,2022-05-14,05:18:34
24,1677,12.8,4.4,2022-05-14,05:19:34
24,1678,4.47,14.69,2022-05-14,05:20:34
24,1679,19.32,8.6,2022-05-14,05:21:34
24,1680,3.42,15.27,2022-05-14,05:22:34
24,1681,8.9,10.16,2022-05-14,05:23:34
24,1682,9.38,8.72,2022-05-14,05:24:34
24,1683,13.41,17.12,2022-05-14,05:25:34
24,1684,6.07,6.19,2022-05-14,05:26:34
24,1685,8.09,5.83,2022-05-14,05:27:34
24,1686,8.52,8.62,2022-05-14,05:28:34
24,1687,18.2,7.96,2022-05-14,05:29:34
25,1688,7.85,7.76,2022-05-19,01:40:07
25,1689,19.16,16.18,2022-05-19,01:41:07
25,1690,3.99,20.85,2022-05-19,01:42:07
25,1691,8.16,8.95,2022-05-19,01:43:07
25,1692,2.65,17.86,2022-05-19,01:44:07
25,1693,2.05,19.73,2022-05-19,01:45:07
25,1694,4.8,8.37,2022-05-19,01:46:07
25,1695,11.69,5.65,2022-05-19,01:47:07
25,1696,14.05,18.03,2022-05-19,01:48:07
25,1697,6.53,1.15,2022-05-19,01:49:07
25,1698,14.96,17.55,2022-05-19,01:50:07
25,1699,3.66,9.26,2022-05-19,01:51:07
25,1700,16.47,15.22,2022-05-19,01:52:07
25,1701,6.7,2.09,2022-05-19,01:53:07
25,1702,2.82,5.6,2022-05-19,01:54:07
25,1703,1.25,3.82,2022-05-19,01:55:07
25,1704,9.83,16.84,2022-05-19,01:56:07
25,1705,11.69,17.22,2022-05-19,01:57:07
25,1706,2.95,7.2,2022-05-19,01:58:07
25,1707,13.55,14.25,2022-05-19,01:59:07
25,1708,15.77,17.16,2022-05-19,02:00:07
25,1709,2.98,7.1,2022-05-19,02:01:07
25,1710,15.53,8.6,2022-05-19,02:02:07
25,1711,19.39,9.76,2022-05-19,02:03:07
25,1712,19.71,19.66,2022-05-19,02:04:07
25,1713,8.89,3.45,2022-05-19,02:05:07
25,1714,20.43,3.22,2022-05-19,02:06:07
25,1715,14.56,8.56,2022-05-19,02:07:07
25,1716,2.93,18.41,2022-05-19,02:08:07
25,1717,19.45,20.73,2022-05-19,02:09:07
25,1718,5.28,15.07,2022-05-19,02:10:07
25,1719,14.1,17.41,2022-05-19,02:11:07
25,1720,5.87,4.71,2022-05-19,02:12:07
25,1721,5.09,16.16,2022-05-19,02:13:07
25,1722,5.02,4.29,2022-05-19,02:14:07
25,1723,3.21,10.81,2022-05-19,02:15:07
25,1724,1.66,5.52,2022-05-19,02:16:07
25,1725,15.98,11.24,2022-05-19,02:17:07
25,1726,1.05,17.02,2022-05-19,02:18:07
25,1727,12.98,8.43,2022-05-19,02:19:07
25,1728,9.18,7.21,2022-05-19,02:20:07
25,1729,15.34,4.68,2022-05-19,02:21:07
25,1730,12.19,6.26,2022-05-19,02:22:07
25,1731,3.23,17.5,2022-05-19,02:23:07
25,1732,16.06,17.71,2022-05-19,02:24:07
25,1733,14.49,13.12,2022-05-19,02:25:07
25,1734,20.22,7.89,2022-05-19,02:26:07
25,1735,2.66,18.44,2022-05-19,02:27:07
25,1736,17.11,9.87,2022-05-19,02:28:07
25,1737,16.04,18.05,2022-05-19,02:29:07
25,1738,7.06,5.29,2022-05-19,02:30:07
25,1739,20.16,5.72,2022-05-19,02:31:07
25,1740,3.59,8.7,2022-05-19,02:32:07
25,1741,19.58,1.23,2022-05-19,02:33:07
25,1742,16.88,3.01,2022-05-19,02:34:07
25,1743,18.93,17.91,2022-05-19,02:35:07
25,1744,5.04,14.03,2022-05-19,02:36:07
